id_unidade;nome_unidade;nome_abreviado_unidade;email_unidade;email_unidade_2;email_unidade_3;telefone_1_unidade;telefone_2_unidade;cie_prodesp_unidade;nome_prodesp_sed;conveniada;nome_unidade_SOMAR;id_unidade_SOMAR;transporte_grupo_atendimento;endereco;endereco_numero;endereco_complemento;endereco_bairro;endereco_cep;regiao_SE_descricao;endereco_google;terreno;latitude;longitude;modalidade;Niveis_Integral;Niveis_Parcial;Niveis_Noite;unidades_dif_acesso
94;Kazue Fuzinaka, EMEB Prof.;Kazue Fuzinaka;kazue.fuzinaka@saobernardo.sp.gov.br;;;4368-3278;;217694;KAZUE FUZINAKA PROFA EMEB;0;Kazue Fuzinaka, Professora - EMEB;77;G3;Rua Joao Meneguel;233;;Vl. Julio Thome - Rudge Ramos;09623-020;Rudge Ramos;-23.66156 -46.57284;;-2.366.156;-4.657.284;FE;;1º Ano,2º Ano,3º Ano,4º Ano,5º Ano;;
345;Lapidar, Associacao;Lapidar CC;organizacaolapidar@gmail.com;;;4396-5656;;7890;ASSOCIACAO LAPIDAR;1;Creche Parceira LAPIDAR;668;G2;Estrada Galvao Bueno;4643;;Batistini;09842-080;Batistini;-23.75363 -46.57416;;-2.375.363;-4.657.416;CC;Berçário Final,Infantil I,Infantil II;;;
96;Lauro Gomes, EMEB;Lauro Gomes;lauro.gomes@saobernardo.sp.gov.br;;;4368-1865;;51073;LAURO GOMES EMEB;0;Lauro Gomes - EMEB;79;G3;Rua Piagentini;70;;Rudge Ramos;09626-130;Rudge Ramos;-23.65598 -46.57048;;-2.365.598;-4.657.048;I;Infantil III,Infantil IV,Infantil V;;;
97;Leo Comissari, EMEB Padre;Leo Comissari;leo.commissari@saobernardo.sp.gov.br;;;4127-4208;;242068;LEO COMMISSARI PADRE EMEB;0;Leo Commissari, Padre - EMEB;80;G5;Rua Neusa Coelho;80;;Vl. Sao Jose - Ferrazopolis;09790-460;Jd. Silvina;-23.73454 -46.53798;;-2.373.454;-4.653.798;F;1º Ano,2º Ano,3º Ano,4º Ano,5º Ano;;EJA;
98;Leonardo Nunes, EMEB Padre;Leonardo Nunes;leonardo.nunes@saobernardo.sp.gov.br;;;4125-4747;;51007;LEONARDO NUNES PADRE EMEB;0;Leonardo Nunes, Padre - EMEB;81;G3;Av. Senador Flaquer;232;;Vila Euclides;09725-440; Vila Euclides e Vila Marlene;-23.69471 -46.55895;;-2.369.471;-4.655.895;I;;Infantil III,Infantil IV,Infantil V;;
100;Lopes Trovao, EMEB;Lopes Trovao;lopes.trovao@saobernardo.sp.gov.br;;;4343-8080;;278531;LOPES TROVAO EMEB;0;Lopes Trovão - EMEB;83;G3;Rua Australia;120;;Jd.Santo Inacio;09861-390;Jd. Santo Ignácio;-23.70625 -46.58586;;-2.370.625;-4.658.586;FE;;1º Ano,2º Ano,3º Ano,4º Ano,5º Ano;;15 OR 100 OR 158
101;Lorenzo Enrico Felice Lorenzetti, EMEB;Lorenzo Lorenzetti;lorenzo.lorenzetti@saobernardo.sp.gov.br;;;4354-9007;;99348;LORENZO ENRICO FELICE LORENZETTI EMEB;0;Lorenzo Enrico Felice Lorenzetti - EMEB;84;G4;Estrada do Vergueiro;201;;Vila Balnearia;09822-030;Areião;-23.76016 -46.53618;;-2.376.016;-4.653.618;IF;Infantil III,Infantil IV ,Infantil V;1º Ano,2º Ano,3º Ano,4º Ano,5º Ano;;
224;Los Angeles, Associacao Cultural Dom Decio Pereira 2 - Creche Parque;L Angeles CC;crechelosangeles@institutodomdecio.org.br;domdeciosbc2@gmail.com;;4342-1770;;6538;INSTITUTO DOM DÉCIO PEREIRA – CRECHE PARQUE LOS ANGELES;1;Creche Parceira LOS ANGELES;569;G2;Rua Joao Saldanha;662;;Pq Los Angeles;09842-200;Jd. Represa, Parque Los Angeles e Parque Imigrantes;-23.76879 -46.6104;;-2.376.879;-466.104;CC;Infantil I,Infantil II;;;
102;Lourenco Filho, EMEB;Lourenco Filho;lourenco.filho@saobernardo.sp.gov.br;;;4341-6722;;50787;LOURENCO FILHO EMEB;0;Lourenço Filho - EMEB;85;G3;Rua Eunice Weaver;70;;Jd. Gagliardi - Planalto;09890-080;Planalto;-23.69259 -46.56963;;-2.369.259;-4.656.963;I;;Infantil III,Infantil IV,Infantil V;;
103;Luana Lino de Souza, EMEB;Luana Lino;luana.lino@saobernardo.sp.gov.br;;;4358-5985;;230066;LUANA LINO DE SOUZA EMEB;0;Luana Lino de Souza - EMEB;86;G6;Rua Carlos Cesar de Carvalho;230;;Dos Casa;09840-845;Ipê, Jd. Detroit e Divinéia;-23.73838 -46.57966;;-2.373.838;-4.657.966;C;Berçário Final,Infantil I,Infantil II;;;
212;Luis Gushiken, CEU;Luis Gushiken;ceu.luizgushiken@saobernardo.sp.gov.br;;;4122-1341;;565573;LUIZ GUSHIKEN EMEB;0;Luiz Gushiken - EMEB;571;G3;Rua Volta Redonda;207;;Alves Dias;09852-700;Jd. Thelma e Jd. Cláudia;-23.73350 -46.58319;;-2.373.350;-4.658.319;CI;Berçário Inicial,Berçário Final,Infantil I,Infantil II,Infantil III,Infantil IV,Infantil V;;;
211;Luiza Maria de Farias, CEU (CEU Silvina);Luiza M Farias;ceu.luizamaria@saobernardo.sp.gov.br;;;4332-6850;4177-2861;585580;LUIZA MARIA DE FARIAS EMEB;0;Luiza Maria de Farias - EMEB;573;G5;Rua Pedro Zolcsak;S/N;;Jd Silvina;;Jd. Silvina;-23.73639 -46.54162;;-2.373.639;-4.654.162;CIF;Berçário Final,Infantil I,Infantil II,Infantil III,Infantil IV,Infantil V,1º Ano,2º Ano,3º Ano,4º Ano,5º Ano;;;
221;Manoel de Barros (Creche Represa);Manoel Barros;manoel.barros@saobernardo.sp.gov.br;;;4347-7809;;4321;MANOEL DE BARROS EMEB;0;Manoel de Barros - EMEB;586;G2;Rua Canada;53;;Jd da Represa;09847-041;Jd. Represa, Parque Los Angeles e Parque Imigrantes;-23.77653 -46.59699;;-2.377.653;-4.659.699;C;Infantil I,Infantil II;;;
104;Manoel Torres de Oliveira, EMEB;Manoel Torres;manoel.torres@saobernardo.sp.gov.br;;;4127-0485;;230078;MANOEL TORRES DE OLIVEIRA EMEB;0;Manoel Torres de Oliveira - EMEB;87;G2;Rua Paulista;25;;Jardim Limpão;09781-610;Ferrazópolis;-23.72723 -46.53715;;-2.372.723;-4.653.715;C;Infantil I,Infantil II;;;
105;Manuel da Nobrega, EMEB Padre;Manuel da Nobrega;manuel.nobrega@saobernardo.sp.gov.br;;;4178-0985;;50829;MANUEL DA NOBREGA PADRE EMEB;0;Manuel da Nóbrega, Padre - EMEB;88;G3;Av Padre Anchieta,;834;;Jordanopolis;09891-420;Jordanópolis;-23.68377 -46.57479;;-2.368.377;-4.657.479;I;;Infantil II,Infantil III,Infantil IV,Infantil V;;
54;Marcelo Peres Ribeiro, EMEB;Marcelo Peres;vila.ferreira@saobernardo.sp.gov.br;;;4352-1367;;430134;MARCELO PERES RIBEIRO EMEB;0;Marcelo Peres Ribeiro - EMEB;396;G3;Rua Caminho da Educacao;300;;Alves Dias;09851-135;Cooperativa;-23.71640 -46.5880;;-2.371.640;-465.880;C;Berçário Inicial,Berçário Final,Infantil I,Infantil II;;;
106;Marcelo Roberto Dias, EMEB;Marcelo Roberto Dias;marcelo.roberto@saobernardo.sp.gov.br;;;4357-2741;;77513;MARCELO ROBERTO DIAS EMEB;0;Marcelo Roberto Dias - EMEB;89;G2;Rua Augusto Venturini;206;;Battistini;09842-040;Batistini;-23.75702 -46.57693;4;-2.375.702;-4.657.693;CI;Berçário Final,Infantil I,Infantil II,Infantil III,Infantil IV,Infantil V;;;72 OR 106
218;Marcos Jose Ribeiro, Creche (Ferrazopolis I);Marcos J Ribeiro;marcos.ribeiro@saobernardo.sp.gov.br;;;2630-5212;2630-5216;4062;MARCOS JOSE RIBEIRO EMEB;0;Marcos José Ribeiro - EMEB;583;G2;Rua Francisco Tosi;225;;Ferrazopolis;09790-320;Ferrazópolis;-23.72469 -46.54336;;-2.372.469;-4.654.336;I;Infantil III,Infantil IV,Infantil V;;;
107;Marcos Rogerio da Rosa, EMEB;Marcos Rogerio;marcos.rogerio@saobernardo.sp.gov.br;;;4352-4993;;227924;MARCOS ROGERIO DA ROSA EMEB;0;Marcos Rogério da Rosa - EMEB;90;G6;Estrada dos Casas;2631;;Jd.Ipe (Bairro dos Casas);09840-000;Ipê, Jd. Detroit e Divinéia;-23.74154 -46.57609;19;-2.374.154;-4.657.609;FE;;1º Ano,2º Ano,3º Ano,4º Ano,5º Ano;EJA;35 OR 107
189;Margarida Creche, Ass. de Promocao Humana e Resgate da Cidadania;Margarida CC;crechemargarida@padreleo.org.br;;;43354853;;385839;MARGARIDA CRECHE;1;Creche Parceira MARGARIDA;387;G5;Rua Flora Bulcao;120;;Jardim Silvina;09791-180;Jd. Silvina;-23.73745 -46.53833;;-2.373.745;-4.653.833;CC;Infantil I,Infantil II;;;
226;Maria Adelaide Rossi, EMEP;Maria Ad. Rossi;adelaide.rossi@saobernardo.sp.gov.br;;;4330-3988;;452427;MARIA ADELAIDE ROSSI EMEB;0;Maria Adelaide Rossi - EMEB;459;G3;Av. Senador Flaquer;385;;Vila Euclides;09725-440; Vila Euclides e Vila Marlene;-23.69588 -46.55915;;-2.369.588;-4.655.915;P;;EJA;EJA;
108;Maria Adelaide, EMEB;Maria Adelaide;maria.adelaide@saobernardo.sp.gov.br;;;4330-5014;;217700;MARIA ADELAIDE EMEB;0;Maria Adelaide - EMEB;91;G3;Av. Senador Flaquer;979;;Vila Euclides;09725-443; Vila Euclides e Vila Marlene;-23.70091 -46.56039;;-2.370.091;-4.656.039;FE;1º Ano,2º Ano,3º Ano,4º Ano,5º Ano;;;
203;Maria Amelia, Lar;Maria Amelia CC;crechelarmariaamelia@gmail.com;lar.maria@emeb.saobernardo.sp.gov.br;;4343-4848;;291985;LAR MARIA AMELIA ASSOCIACAO ASSISTENCIAL;1;Creche Parceira LAR MARIA AMÉLIA;283;G3;Av. Humberto de Alencar Castelo Branco;2295;;Jardim Belita;09850-300;Alves Dias;-23.71052 -46.5881;;-2.371.052;-465.881;CC;Berçário Inicial,Berçário Final,Infantil I,Infantil II;;;
109;Maria Anselma Vieira, EMEB Irma;Maria Anselma;maria.anselma@saobernardo.sp.gov.br;;;4341-5733;;229957;MARIA ANSELMA VIEIRA IRMA EMEB;0;Maria Anselma Vieira, Irmã - EMEB;92;G3;Rua Araldo Armani;461;;Vila Sao Silverio;09895-740;Planalto;-23.70250 -46.56696;9;-2.370.250;-4.656.696;C;Berçário Final,Infantil I,Infantil II;;;86 OR 109
111;Maria Jose Mattar Jorge, EMEB Profa.;Maria J Mattar;mattar.jorge@saobernardo.sp.gov.br;;;4122-3063 / 43306910;;217712;MARIA JOSE MATTAR JORGE PROFA EMEB;0;Maria José Mattar Jorge, Professora - EMEB;94;G3;Rua Tres de Maio;203;;Jd. Olavo Bilac - Centro;09725-810; Vila Euclides e Vila Marlene;-23.70262 -46.55684;;-2.370.262;-4.655.684;C;Berçário Final,Infantil I,Infantil II;;;
113;Maria Justina de Camargo, EMEB Profa.;Maria Justina;maria.justina@saobernardo.sp.gov.br;;;4343-8933;;217578;MARIA JUSTINA DE CAMARGO PROFA EMEB;0;Maria Justina de Camargo, Professora - EMEB;95;G3;Rua Antonio Pereira Mattos;100;;Jd. Vera Cruz - Independencia;09860-040;Jd. Santo Ignácio;-23.69863 -46.5802;;-2.369.863;-465.802;F;;1º Ano,2º Ano,3º Ano,4º Ano,5º Ano;EJA;
114;Maria Rosa Barbosa, EMEB;Maria Rosa Barbosa;maria.rosa.barbosa@saobernardo.sp.gov.br;;;4358-2930;;278543;MARIA ROSA BARBOSA EMEB;0;Maria Rosa Barbosa - EMEB;96;G3;Rua Leonardo Martins Neto;1080-108;;Dos Casa;09850-020;Jd. Thelma e Jd. Cláudia;-23.73380 -46.57924;;-2.373.380;-4.657.924;F;;1º Ano,2º Ano,3º Ano,4º Ano,5º Ano;EJA;
115;Maria Therezinha Besana, EMEB Profa.;Maria T Besana;maria.therezinha.besana@saobernardo.sp.gov.br;;;4123-3357;;278488;MARIA THEREZINHA BESANA PROFA EMEB;0;Maria Therezinha Besana, Professora - EMEB;97;G1;Rua dos Vianas;2897;;Jd. Petroni - Baeta Neves;09761-000;Jardim Farina, Parque São Bernardo e Alto Industrial;-23.70761 -46.52696;;-2.370.761;-4.652.696;F;;1º Ano,2º Ano,3º Ano,4º Ano,5º Ano;;
116;Mariana Benvinda da Costa, EMEB;Mariana Benvinda;mariana.benvinda@saobernardo.sp.gov.br;;;4127-3997;;77525;MARIANA BENVINDA DA COSTA EMEB;0;Mariana Benvinda da Costa - EMEB;98;G2;Rua Aureliano de Souza;1;;Ferrazopolis;09781-120;Ferrazópolis;-23.73056 -46.54125;;-2.373.056;-4.654.125;I;Infantil III,Infantil IV,Infantil V;;;
117;Mariana Neves Interliche, EMEB;Mariana N Interliche;mariana.neves@saobernardo.sp.gov.br;;;4109-5619;;95333;MARIANA NEVES INTERLICHE EMEB;0;Mariana Neves Interliche - EMEB;99;G6;Rua Angelo Pessoti;442;;Jd. Lavinia - Assuncao;09811-060;Assunção (Jd. Lavínia e Vila Euro);-23.72429 -46.56537;;-2.372.429;-4.656.537;I;;Infantil II,Infantil III,Infantil IV,Infantil V;;
118;Marineida Meneghelli de Lucca, EMEB;Marineida Meneghelli;marineida@saobernardo.sp.gov.br;;;4127-6410;;282923;MARINEIDA MENEGHELLI DE LUCCA PROFA EMEB;0;Marineida Meneghelli de Lucca, Professora - EMEB;100;G1;Rua Dom Pedro de Alcantara;235;;Vila Sao Pedro;09784-000;Vila São Pedro, Vila Esperança e Jardim Irajá;-23.71824 -46.52746;;-2.371.824;-4.652.746;FE;1º Ano,2º Ano,3º Ano,4º Ano,5º Ano;;EJA;
119;Mario de Andrade, EMEB;Mario de Andrade;mario.andrade@saobernardo.sp.gov.br;;;4177-1824;;50945;MARIO DE ANDRADE EMEB;0;Mário de Andrade - EMEB;101;G3;Rua Tijuca;263;;Jd. Copacabana - Anchieta;09607-155; Vila Euclides e Vila Marlene;-23.67332 -46.56029;;-2.367.332;-4.656.029;IF;;Infantil III,Infantil IV,Infantil V,1º Ano,2º Ano,3º Ano,4º Ano,5º Ano;;
120;Mario Martins de Almeida, EMEB;Mario Martins;mario.martins@saobernardo.sp.gov.br;;;4127-9001 4127-0798;;217724;MARIO MARTINS DE ALMEIDA EMEB;0;Mário Martins de Almeida - EMEB;102;G5;Rua Sao Joao;33;;Jd. Sao Paulo - Centro;09715-240;Centro;-23.71854 -46.54255;;-2.371.854;-4.654.255;F;;1º Ano,2º Ano,3º Ano,4º Ano,5º Ano;;
168;Marly Buissa Chiedde, EMEBE Profa.;Marly Buissa;marly.buissa@saobernardo.sp.gov.br;;;4396-5566;;79085;MARLY BUISSA CHIEDDE EMEB;0;Marly Buissa Chiedde - EMEB;103;G2;Rua Valdomiro Luiz;181;;Jd. Nossa Senha de Fatima;09820-340;Terra Nova e Jd. Nossa Senhora de Fátima;-23.74429 -46.56528;3;-2.374.429;-4.656.528;E;1º Ano,2º Ano,3º Ano,4º Ano,5º Ano;;;3 OR 149 OR 168
121;Mauricio Caetano de Castro I, EMEB;Mauricio Caetano 1;mauricio.ccastro@saobernardo.sp.gov.br;;;4127-5804;;95369;MAURICIO CAETANO DE CASTRO EMEB;0;Maurício Caetano de Castro I - EMEB;105;G1;Rua Fioravante Borin;66;;Jd. Iraja - Montanhao;09781-420;Vila São Pedro, Vila Esperança e Jardim Irajá;-23.72390 -46.53466;;-2.372.390;-4.653.466;I;;Infantil III,Infantil IV,Infantil V;;
122;Mauricio Caetano de Castro II, EMEB;Mauricio Caetano 2;mauricio.ccastro2@saobernardo.sp.gov.br;;;4351-5499;;278497;MAURICIO CAETANO DE CASTRO II EMEB;0;Maurício Caetano de Castro II - EMEB;104;G3;Rua Alexandre Bonicio;259;;Pq. Neide - Alves Dias;09850-450;Alves Dias;-23.72045 -46.58248;7;-2.372.045;-4.658.248;FE;;1º Ano,2º Ano,3º Ano,4º Ano,5º Ano;;
123;Monteiro Lobato, EMEB;Monteiro Lobato;monteiro.lobato@saobernardo.sp.gov.br;;;4125-5959;;51081;MONTEIRO LOBATO EMEB;0;Monteiro Lobato - EMEB;107;G5;Av. Francisco Prestes Maia;350;;Centro;09770-000;Centro;-23.70734 -46.54758;;-2.370.734;-4.654.758;I;;Infantil II,Infantil III,Infantil IV,Infantil V;;
124;Moyses Cheid, EMEB;Moyses Cheid;moyses.cheid@saobernardo.sp.gov.br;;;4392-2389;;99338;MOYSES CHEID EMEB;0;Moysés Cheid - EMEB;108;G3;Rua Joao XXIII;660;;Jd. Nazareth - Cooperativa;09851-707;Cooperativa;-23.71825 -46.59465;;-2.371.825;-4.659.465;I;Infantil III,Infantil IV,Infantil V;;;
125;Nadia Aparecida Issa Pina, EMEB;Nadia Issa Pina;nadia.pina@saobernardo.sp.gov.br;;;4122-4672;;281979;NADIA APARECIDA ISSA PINA PROFA EMEB;0;Nádia Aparecida Issa Pina, Professora - EMEB;109;G5;Av. Imperatriz Leopoldina;1080;;Nova Petropolis;09770-272;Centro;-23.70748 -46.54162;;-2.370.748;-4.654.162;F;;1º Ano,2º Ano,3º Ano,4º Ano,5º Ano;;
126;Natalina Cuzziol Ferro, EMEB;Natalina Cuzziol;natalina.cuzziol@saobernardo.sp.gov.br;;;4396-6339;;282029;NATALINA CUZZIOL FERRO EMEB;0;Natalina Cuzziol Ferro - EMEB;142;G2;Av. Salim Mafhoud;965;;Terra Nova II;09820-780;Terra Nova e Jd. Nossa Senhora de Fátima;-23.74891 -46.54897;;-2.374.891;-4.654.897;F;;1º Ano,2º Ano,3º Ano,4º Ano,5º Ano;;
220;Nazareth, EMEB Jd;Jd Nazareth;jardim.nazareth@saobernardo.sp.gov.br;;;4332-3632;;5379;NAZARETH, JARDIM EMEB;0;Nazareth, Jardim - EMEB;585;G3;Rua Joao XXIII;660;;Jd. Nazareth;;Cooperativa;-23.71598 -46.59437;;-2.371.598;-4.659.437;CI;Berçário Inicial,Berçário Final,Infantil I,Infantil II,Infantil III,Infantil IV,Infantil V;;;
169;Neusa Basseto, EMEBE;Neusa Basseto;neusa.bassetto@saobernardo.sp.gov.br;;;4362-2035;;79091;NEUSA BASSETTO EMEBB;0;Neusa Bassetto - EMEBB;110;G3;Rua Engenheiro Isaac Garcez;70;;Vl. Mussolini;09619-110;Rudge Ramos;-23.66635 -46.56789;;-2.366.635;-4.656.789;E;Especial;;EJA;
127;Neusa Macellaro Callado Moraes, EMEB Profa.;Neusa Macellaro;neusa.macellaro@saobernardo.sp.gov.br;;;4352-5753;;227936;NEUSA MACELLARO CALLADO MORAES PROFA EMEB;0;Neusa Macellaro Callado Moraes, Professora - EMEB;427;G6;Rua Padre Igino Francisco Teixeira;180;;Vl. Euro - Assuncao;09810-170;Assunção (Jd. Lavínia e Vila Euro);-23.71735 -46.56711;;-2.371.735;-4.656.711;FE;;1º Ano,2º Ano,3º Ano,4º Ano,5º Ano;;
128;Nilo Campos Gomes, EMEB Prof.;Nilo Campos;nilo.campos@saobernardo.sp.gov.br;;;4127-5428;;282911;NILO CAMPOS GOMES PROF EMEB;0;Nilo Campos Gomes, Professor - EMEB;113;G5;Rua Part. Flora Bulcao L. Vertemate;160;;Ferrazopolis;09791-180;Jd. Silvina;-23.73715 -46.53821;2;-2.373.715;-4.653.821;F;1º Ano,2º Ano,3º Ano,4º Ano,5º Ano;;;29 OR 128
207;Obras Sociais Sao Pedro Apostolo I - Creche Sao Jose;Sao Jose CC;osspasaojose@hotmail.com;osspasaojose@gmail.com;;4178-3736;;291882;SAO PEDRO APOSTOLO OBRAS SOCIAIS;1;Creche Parceira SÃO PEDRO APÓSTOLO I;271;G3;Rua Ana Maria;123;;Vila Santa Luzia;;Taboão;-23.66564 -46.61282;;-2.366.564;-4.661.282;CC;Berçário Final,Infantil I,Infantil II;;;
343;Obras Sociais Sao Pedro Apostolo II - Creche Maria Imaculada;Maria Imaculada CC;osspamariaimaculada@gmail.com;;;4358-3311;98380-3377;7496;OBRAS SOCIAIS SÃO PEDRO APOSTOLO II;1;Creche Parceira SÃO PEDRO II - MARIA IMACULADA;666;G3;Rua Leonardo Martins Neto;246;09850-020;Vila Vitoria;;Jd. Thelma e Jd. Cláudia;-23.73442 -46.57845;;-2.373.442;-4.657.845;CC;Berçário Inicial,Berçário Final,Infantil I,Infantil II;;;
129;Octavio Edgard de Oliveira, EMEB;Octavio Edgard;octavio.edgard@saobernardo.sp.gov.br;;;4357-5549;;217591;OCTAVIO EDGARD DE OLIVEIRA EMEB;0;Octávio Edgard de Oliveira - EMEB;114;G2;Rua Joao Saldanha;238;;Pq. Los Angeles - Battistini;09842-200;Jd. Represa, Parque Los Angeles e Parque Imigrantes;-23.77100 -46.61097;;-2.377.100;-4.661.097;IFE;;Infantil III,Infantil IV,Infantil V,1º Ano,2º Ano,3º Ano,4º Ano,5º Ano;;
130;Odemir Furlan, EMEB Deputado;Odemir Furlan;odemir.furlan@saobernardo.sp.gov.br;;;4347-0888;;217585;ODEMIR FURLAN DEPUTADO EMEB;0;Odemir Furlan, Deputado - EMEB;115;G2;Rua Jandir Carvalho Lanes;263;;Royal Park - Battistini;09844-220;Batistini;-23.77115 -46.57776;;-2.377.115;-4.657.776;IFE;1º Ano,2º Ano,3º Ano,4º Ano,5º Ano;;;
131;Odete Maria Ramos Pinto, EMEB Irma;Odete M Ramos;irma.odete@saobernardo.sp.gov.br;;;4338-6289;;385273;ODETE MARIA RAMOS PINTO IRMA EMEB;0;Odete - Maria Ramos Pinto, Irmã - EMEB;399;G1;Rua da Comunidade;160;;Vila Sao Pedro;09784-145;Vila São Pedro, Vila Esperança e Jardim Irajá;-23.71685 -46.52666;;-2.371.685;-4.652.666;CIF;;Berçário Final,Infantil I,Infantil II,Infantil III,Infantil IV,Infantil V;;
132;Odette Edith Perigo de Lima, EMEB;Odette Edith Perigo;odette.lima@saobernardo.sp.gov.br;;;4121-6870;;95370;ODETTE EDITH PERIGO DE LIMA EMEB;0;Odette Edith Périgo de Lima - EMEB;116;G1;Rua Giacinto Tognato;2400;;Vl. Sto. Agostinho - Baeta Neves;09760-372;Baeta Neves;-23.70243 -46.53051;;-2.370.243;-4.653.051;I;Infantil III,Infantil IV,Infantil V;;;
133;Olavo Bilac, EMEB;Olavo Bilac;olavo.bilac@saobernardo.sp.gov.br;;;4362-3576;;50969;OLAVO BILAC EMEB;0;Olavo Bilac - EMEB;117;G3;Rua Carlos de Campos;5;;V. Mussolini - Rudge Ramos;09619-000;Rudge Ramos;-23.66733 -46.56701;;-2.366.733;-4.656.701;I;;Infantil II,Infantil III,Infantil IV,Infantil V;;
14;Olegario Jose Godoy, EMEB;Olegario Jose;olegario.godoy@saobernardo.sp.gov.br;;;4335-2141;;448072;OLEGÁRIO JOSÉ GODOY SOROCABINHA EMEB;0;Olegário José Godoy - Sorocabinha - EMEB;542;G1;Rua Tiradentes;1893;;Iraja, Jardim;09781-220;Vila São Pedro, Vila Esperança e Jardim Irajá;-23.72785 -46.53078;;-2.372.785;-4.653.078;F;1º Ano,2º Ano,3º Ano,4º Ano,5º Ano;;EJA;
134;Ondina Ignez de Oliveira, EMEB;Ondina Ignez;ondina.ignez@saobernardo.sp.gov.br;;;4109-2977;;91674;ONDINA IGNEZ DE OLIVEIRA EMEB;0;Ondina Ignêz de Oliveira - EMEB;118;G3;Rua Candido Jose Casa;177;;Jd. Claudia - Assuncao;09850-590;Jd. Thelma e Jd. Cláudia;-23.73045 -46.57665;;-2.373.045;-4.657.665;I;;Infantil III,Infantil IV,Infantil V;;
135;Otilio de Oliveira, EMEB Prof.;Otilio de Oliveira;otilio.oliveira@saobernardo.sp.gov.br;;;4362-4544;;217736;OTILIO DE OLIVEIRA PROF EMEB;0;Otílio de Oliveira, Professor - EMEB;119;G3;Rua Londrina;350;;Vl. Helena - Rudge Ramos;09635-100;Rudge Ramos;-23.65301 -46.57123;;-2.365.301;-4.657.123;FE;;1º Ano,2º Ano,3º Ano,4º Ano,5º Ano;;
136;Paschoal Carlos Magno, EMEB;Paschoal C Magno;paschoal.cmagno@saobernardo.sp.gov.br;;;4178-2502;;50885;PASCHOAL CARLOS MAGNO EMEB;0;Paschoal Carlos Magno - EMEB;121;G3;Rua Nigeria;50;;Vl. Santa Luzia - Taboao;09671-040;Taboão;-23.66613 -46.60835;12;-2.366.613;-4.660.835;I;;Infantil III,Infantil IV,Infantil V;;136 OR 143
159;Paulo Freire, EMEB;Paulo Freire;paulo.freire@saobernardo.sp.gov.br;;;4354-0773;;246451;PAULO FREIRE PROFESSOR EMEB;0;Paulo Freire, Professor - EMEB;145;G4;Estrada Henrique Rosa;411;;Vl. Tupa - Riacho Grande;09831-505;Parque Estoril, Riacho Grande e Finco;-23.79589 -46.54734;;-2.379.589;-4.654.734;IF;;Infantil IV,Infantil V,1º Ano,2º Ano,3º Ano,4º Ano,5º Ano;;
137;Paulo Morando, EMEB;Paulo Morando;paulo.morando@saobernardo.sp.gov.br;;;4357-4994;;212097;PAULO MORANDO EMEB;0;Paulo Morando - EMEB;122;G2;Rua Jose Martins Fernandes;333;;Pq. Imigrantes - Battistini;09843-400;Jd. Represa, Parque Los Angeles e Parque Imigrantes;-23.77179 -46.59015;;-2.377.179;-4.659.015;I;;Infantil III,Infantil IV,Infantil V;;
138;Paulo Teixeira de Camargo, EMEB Prof.;Paulo Teixeira;paulo.teixeira@saobernardo.sp.gov.br;;;4178-4944;;217608;PAULO TEIXEIRA DE CAMARGO PROF EMEB;0;Paulo Teixeira de Camargo, Professor - EMEB;123;G3;Rua Luzern;271;;Bairro Suisso - Taboao;09663-060;Taboão;-23.65669 -46.59834;13;-2.365.669;-4.659.834;FE;;1º Ano,2º Ano,3º Ano,4º Ano,5º Ano;;63 OR 138
441;Pedra de Carvalho, EMEB;Pedra de Carvalho;pedra.carvalho@emeb.saobernardo.sp.gov.br;;;4390-0308;;8906;PROFESSORA PEDRA DE CARVALHO EMEB;0;Pedra de Carvalho, Professora - EMEB;670;G3;Rua Carlos Ayres;400;;Jd. Vera Cruz;09860-065;Planalto;-23.70264 -46.57810;;-2.370.264;-4.657.810;F;1º Ano,2º Ano,3º Ano,4º Ano,5º Ano;;;
139;Pedro Augusto Gomes Cardim, EMEB Prof.;Gomes Cardim;gomes.cardim@saobernardo.sp.gov.br;;;4109-8700;;217612;PEDRO AUGUSTO GOMES CARDIM PROF EMEB;0;Pedro Augusto Gomes Cardim, Professor - EMEB;124;G3;Rua Terezinha Capitaneo Fantinatti;200;;Assuncao;09861-600;Alves Dias;-23.71965 -46.57614;;-2.371.965;-4.657.614;F;;1º Ano,2º Ano,3º Ano,4º Ano,5º Ano;;
140;Pedro Morassi, EMEB;Pedro Morassi;pedro.morassi@saobernardo.sp.gov.br;;;4347-7222;;50854;PEDRO MORASSI EMEB;0;Pedro Morassi - EMEB;125;G2;Rua Andrea Demarchi;145;;Bairro Demarchi;09820-420;Demarchi;-23.73899 -46.55154;;-2.373.899;-4.655.154;I;;Infantil II,Infantil III,Infantil IV,Infantil V;;
209;Pelicano, Sociedade Fraternitas de SBC - Creche;Pelicano CC;fraternitas@terra.com.br;;;4337-5995;;292461;SOCIEDADE FRATERNITAS DE SAO BERNARDO DO CAMPO;1;Creche Parceira SOCIEDADE FRATERNITAS PELICANO;287;G1;Rua Giacinto Tognato;293;;Baeta Neves;09760-370;Baeta Neves;-23.69046 -46.54218;;-2.369.046;-4.654.218;CC;Infantil II;;;
